N,P,K,ph,Organic Matter (%),Soil Texture,Irrigation Source,Region,Suitable Crops
34,59,23,6.935804256,3.23370625,Loamy,Canal,Bahawalpur,"Dates, Millet"
31,51,25,7.196774236,3.657920219,Loamy,Rain-fed,Multan,"Mango, Wheat"
0,49,18,6.990095452,1.497198233,Loamy,Rain-fed,Bahawalpur,"Dates, Millet"
21,39,20,7.064782138,2.095000706,Loamy,Canal,Multan,"Mango, Wheat"
28,35,22,7.156563094,1.424973795,Sandy,Canal,Rawalpindi,"Barley, Maize"
17,52,17,6.364967184,2.360989585,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
24,42,23,6.428054409,2.927478849,Clayey,Rain-fed,Faisalabad,"Cotton, Sugarcane"
28,46,16,6.664187809,1.942395718,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
21,38,21,6.637677489,2.908128153,Loamy,Canal,Faisalabad,"Cotton, Sugarcane"
34,60,25,6.79385576,3.434972898,Sandy,Tube well,Faisalabad,"Cotton, Sugarcane"
19,53,22,6.852884643,2.936544429,Loamy,Rain-fed,Multan,"Mango, Wheat"
31,58,15,7.121571293,3.611359272,Clayey,Canal,Rawalpindi,"Barley, Maize"
19,35,24,6.883308033,4.228354044,Loamy,Tube well,Rawalpindi,"Barley, Maize"
24,53,17,6.421271178,3.230050824,Clayey,Rain-fed,Lahore,"Wheat, Rice"
13,47,20,6.54450214,3.3983832,Clayey,Rain-fed,Faisalabad,"Cotton, Sugarcane"
31,53,16,6.452006451,4.441902339,Loamy,Rain-fed,Multan,"Mango, Wheat"
28,45,23,6.489259136,4.848900032,Sandy,Canal,Rawalpindi,"Barley, Maize"
31,37,21,6.713410626,4.574793829,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
33,60,15,6.510840928,4.121133813,Clayey,Tube well,Lahore,"Wheat, Rice"
34,45,21,6.287380117,1.579420545,Clayey,Rain-fed,Lahore,"Wheat, Rice"
13,57,25,6.86308576,1.892837696,Sandy,Tube well,Rawalpindi,"Barley, Maize"
33,57,17,6.78415271,2.20600794,Clayey,Canal,Bahawalpur,"Dates, Millet"
32,57,22,6.769415888,0.967884859,Loamy,Canal,Lahore,"Wheat, Rice"
23,59,25,6.320768488,2.58848951,Loamy,Canal,Bahawalpur,"Dates, Millet"
35,41,18,6.705008504,1.702859951,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
6,48,24,6.790736339,4.65270167,Loamy,Canal,Bahawalpur,"Dates, Millet"
29,36,25,7.130278657,4.189600456,Clayey,Canal,Faisalabad,"Cotton, Sugarcane"
4,36,22,7.012740397,2.526016806,Sandy,Canal,Faisalabad,"Cotton, Sugarcane"
10,59,22,7.155685016,3.861388505,Sandy,Rain-fed,Lahore,"Wheat, Rice"
14,48,21,6.991242362,2.305619456,Loamy,Canal,Multan,"Mango, Wheat"
8,50,21,6.218923893,0.874615322,Clayey,Tube well,Lahore,"Wheat, Rice"
20,40,15,7.199495368,3.800954189,Loamy,Canal,Rawalpindi,"Barley, Maize"
36,43,22,6.389882166,3.22859578,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
14,57,15,6.623438282,2.071595264,Clayey,Tube well,Bahawalpur,"Dates, Millet"
11,60,23,7.033012777,1.611058243,Clayey,Tube well,Faisalabad,"Cotton, Sugarcane"
10,59,15,6.32400451,0.699282242,Clayey,Canal,Faisalabad,"Cotton, Sugarcane"
7,60,25,6.397636709,3.056779686,Loamy,Canal,Multan,"Mango, Wheat"
2,47,15,6.401455706,1.92109504,Sandy,Canal,Faisalabad,"Cotton, Sugarcane"
20,45,22,6.904587016,3.228980977,Clayey,Tube well,Faisalabad,"Cotton, Sugarcane"
2,39,15,6.478557136,1.955295914,Loamy,Rain-fed,Bahawalpur,"Dates, Millet"
27,40,24,7.063022095,0.79620715,Sandy,Tube well,Bahawalpur,"Dates, Millet"
35,48,15,6.981758362,1.338079269,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
4,59,25,6.227134139,1.362820266,Loamy,Canal,Multan,"Mango, Wheat"
1,48,24,6.232836962,4.160797872,Clayey,Canal,Faisalabad,"Cotton, Sugarcane"
36,43,21,7.140437859,4.124800319,Sandy,Tube well,Lahore,"Wheat, Rice"
11,46,24,6.459252023,3.285105583,Loamy,Rain-fed,Bahawalpur,"Dates, Millet"
34,47,19,6.568795404,4.355291403,Sandy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
21,44,18,7.12851089,0.679078831,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
17,58,20,6.42937879,0.635070717,Clayey,Canal,Faisalabad,"Cotton, Sugarcane"
25,40,21,6.248900919,1.941019134,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
2,38,18,6.619891498,2.45549709,Sandy,Canal,Bahawalpur,"Dates, Millet"
9,48,20,6.377568542,2.483955019,Loamy,Tube well,Bahawalpur,"Dates, Millet"
37,49,25,6.415459592,2.644007414,Clayey,Tube well,Rawalpindi,"Barley, Maize"
36,38,15,6.320662012,2.092481337,Loamy,Rain-fed,Multan,"Mango, Wheat"
40,58,15,6.978400282,1.605800118,Sandy,Canal,Bahawalpur,"Dates, Millet"
30,44,16,6.442335593,0.672133498,Sandy,Rain-fed,Lahore,"Wheat, Rice"
1,59,23,7.184398832,1.076523107,Sandy,Tube well,Faisalabad,"Cotton, Sugarcane"
9,48,22,6.402926221,1.121615258,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
14,41,17,7.085982325,3.368563358,Clayey,Tube well,Faisalabad,"Cotton, Sugarcane"
35,52,19,6.698574085,4.165557092,Clayey,Rain-fed,Lahore,"Wheat, Rice"
31,48,17,6.594739424,2.224595222,Sandy,Canal,Faisalabad,"Cotton, Sugarcane"
4,41,20,6.647965508,2.297819682,Clayey,Tube well,Bahawalpur,"Dates, Millet"
30,37,25,7.120032489,4.740533342,Loamy,Canal,Multan,"Mango, Wheat"
9,35,20,6.91380932,3.110701167,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
20,41,20,7.073048264,4.081834665,Clayey,Tube well,Bahawalpur,"Dates, Millet"
37,50,23,6.5304707,4.484569089,Sandy,Tube well,Faisalabad,"Cotton, Sugarcane"
34,35,21,6.684381357,2.294453847,Sandy,Rain-fed,Lahore,"Wheat, Rice"
14,37,15,6.581351374,1.971792996,Clayey,Canal,Rawalpindi,"Barley, Maize"
23,39,22,6.86483915,3.442601407,Loamy,Rain-fed,Bahawalpur,"Dates, Millet"
5,45,21,6.487124217,3.443628083,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
22,37,20,6.605733068,1.18064506,Loamy,Canal,Rawalpindi,"Barley, Maize"
40,51,17,6.860602782,4.798130515,Loamy,Canal,Bahawalpur,"Dates, Millet"
27,56,20,6.41874299,2.75207452,Clayey,Rain-fed,Faisalabad,"Cotton, Sugarcane"
31,40,22,6.365513634,4.740756904,Loamy,Canal,Bahawalpur,"Dates, Millet"
38,36,21,6.556372966,1.461750128,Clayey,Canal,Faisalabad,"Cotton, Sugarcane"
6,37,17,6.760694228,1.897511597,Clayey,Tube well,Lahore,"Wheat, Rice"
6,47,18,6.715276663,1.978599218,Clayey,Rain-fed,Multan,"Mango, Wheat"
24,44,17,6.666380512,0.752376776,Sandy,Canal,Multan,"Mango, Wheat"
25,59,19,6.626629798,3.445464286,Clayey,Canal,Multan,"Mango, Wheat"
32,56,21,6.702772465,4.218230428,Loamy,Canal,Lahore,"Wheat, Rice"
8,45,18,7.011030515,3.788582196,Sandy,Tube well,Rawalpindi,"Barley, Maize"
19,39,17,6.890156495,1.910251954,Sandy,Canal,Bahawalpur,"Dates, Millet"
39,37,15,6.821747052,1.846718237,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
33,37,19,7.183189922,4.716493564,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
26,54,17,6.27258822,0.715715003,Loamy,Tube well,Multan,"Mango, Wheat"
21,51,15,6.679127482,1.522932829,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
22,54,20,6.689825155,2.079472651,Clayey,Rain-fed,Faisalabad,"Cotton, Sugarcane"
29,45,16,6.583381939,4.310772527,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
4,40,21,6.725551062,2.696275846,Loamy,Tube well,Lahore,"Wheat, Rice"
10,37,22,7.069747814,1.751718982,Loamy,Tube well,Multan,"Mango, Wheat"
4,44,19,6.921993878,1.977946044,Loamy,Canal,Faisalabad,"Cotton, Sugarcane"
20,45,17,6.770955317,3.005605548,Sandy,Canal,Lahore,"Wheat, Rice"
23,45,23,6.983130466,4.031965522,Sandy,Rain-fed,Multan,"Mango, Wheat"
25,48,21,6.267684328,3.919028704,Loamy,Tube well,Multan,"Mango, Wheat"
56,79,15,7.454532137,4.785885558,Clayey,Canal,Faisalabad,"Cotton, Sugarcane"
25,62,21,7.040056094,2.129267479,Clayey,Tube well,Faisalabad,"Cotton, Sugarcane"
42,61,22,7.418650668,1.276575394,Sandy,Canal,Multan,"Mango, Wheat"
42,73,25,6.501869314,3.398422059,Loamy,Rain-fed,Bahawalpur,"Dates, Millet"
44,58,18,6.814410928,4.516767398,Clayey,Tube well,Lahore,"Wheat, Rice"
50,55,16,7.581442888,1.822855057,Loamy,Canal,Rawalpindi,"Barley, Maize"
35,72,21,7.741418772,3.970149349,Sandy,Rain-fed,Multan,"Mango, Wheat"
30,64,20,6.573531614,1.653456797,Clayey,Rain-fed,Lahore,"Wheat, Rice"
27,64,21,7.543804223,4.63099932,Sandy,Tube well,Lahore,"Wheat, Rice"
50,74,17,6.5408208,3.051614211,Loamy,Canal,Lahore,"Wheat, Rice"
39,73,24,7.22405917,3.168989576,Loamy,Canal,Rawalpindi,"Barley, Maize"
57,67,25,7.551364319,2.50128182,Loamy,Tube well,Multan,"Mango, Wheat"
52,63,19,6.928898659,0.768620033,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
55,66,22,7.747775263,3.572196861,Clayey,Rain-fed,Multan,"Mango, Wheat"
51,56,18,6.706505915,4.322916985,Sandy,Rain-fed,Lahore,"Wheat, Rice"
36,66,15,6.668238556,0.704214757,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
59,55,19,7.332375138,1.862165293,Sandy,Rain-fed,Lahore,"Wheat, Rice"
50,58,23,7.596802025,2.858211109,Clayey,Canal,Faisalabad,"Cotton, Sugarcane"
30,65,25,7.70650895,1.77665835,Clayey,Rain-fed,Multan,"Mango, Wheat"
20,62,18,7.366542647,1.448848006,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
58,71,15,6.919243702,2.362282272,Sandy,Rain-fed,Lahore,"Wheat, Rice"
25,71,24,7.187721818,2.664029823,Loamy,Tube well,Multan,"Mango, Wheat"
52,71,16,7.075886472,2.325966044,Sandy,Rain-fed,Lahore,"Wheat, Rice"
40,63,18,6.74441168,1.370435491,Sandy,Canal,Bahawalpur,"Dates, Millet"
20,60,25,6.726469088,2.28376718,Sandy,Canal,Lahore,"Wheat, Rice"
48,61,21,6.628264883,4.628534563,Sandy,Tube well,Rawalpindi,"Barley, Maize"
49,68,22,7.127064207,3.550921751,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
48,62,15,7.538631462,3.448217583,Sandy,Canal,Bahawalpur,"Dates, Millet"
32,66,17,7.162357641,2.730188462,Loamy,Tube well,Multan,"Mango, Wheat"
21,63,22,6.859409487,1.63568893,Clayey,Canal,Multan,"Mango, Wheat"
20,72,19,7.397190844,2.381172926,Clayey,Tube well,Faisalabad,"Cotton, Sugarcane"
25,65,21,6.880245789,3.608539791,Loamy,Tube well,Rawalpindi,"Barley, Maize"
41,78,21,6.581313137,3.512314875,Clayey,Rain-fed,Lahore,"Wheat, Rice"
53,67,17,7.296972161,2.542133515,Clayey,Tube well,Faisalabad,"Cotton, Sugarcane"
39,60,21,6.97297656,3.657306782,Clayey,Canal,Lahore,"Wheat, Rice"
25,76,17,7.241148507,2.454070209,Loamy,Tube well,Bahawalpur,"Dates, Millet"
21,78,19,6.92009048,0.681622659,Loamy,Tube well,Lahore,"Wheat, Rice"
57,60,17,7.504608385,3.483452273,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
56,75,15,7.152272256,3.19806129,Sandy,Canal,Bahawalpur,"Dates, Millet"
49,72,15,7.137004749,2.51357332,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
24,80,19,6.808041722,1.70585807,Loamy,Tube well,Bahawalpur,"Dates, Millet"
49,76,18,7.393631868,2.067003682,Sandy,Canal,Lahore,"Wheat, Rice"
28,68,19,7.69950698,3.887188597,Clayey,Tube well,Faisalabad,"Cotton, Sugarcane"
55,78,21,6.602888249,0.559711355,Clayey,Rain-fed,Lahore,"Wheat, Rice"
50,64,25,6.734447425,1.443369842,Sandy,Canal,Multan,"Mango, Wheat"
34,80,19,6.521217963,1.58442281,Loamy,Tube well,Multan,"Mango, Wheat"
20,68,23,7.707332484,2.973153548,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
55,67,16,6.596719015,4.112860686,Sandy,Tube well,Lahore,"Wheat, Rice"
23,70,15,7.403623355,1.57651811,Sandy,Tube well,Faisalabad,"Cotton, Sugarcane"
53,74,15,7.517097,1.398268287,Clayey,Tube well,Rawalpindi,"Barley, Maize"
26,67,16,7.17620823,4.825369338,Clayey,Rain-fed,Multan,"Mango, Wheat"
33,80,22,6.593961761,4.173763842,Loamy,Rain-fed,Lahore,"Wheat, Rice"
37,79,19,7.143942758,3.327171479,Sandy,Tube well,Faisalabad,"Cotton, Sugarcane"
33,75,21,6.690655045,3.784824581,Loamy,Canal,Bahawalpur,"Dates, Millet"
22,55,20,7.423530351,3.725856286,Loamy,Canal,Multan,"Mango, Wheat"
20,68,17,6.578714843,1.265381314,Sandy,Rain-fed,Multan,"Mango, Wheat"
43,68,20,7.497469256,1.447342122,Clayey,Tube well,Lahore,"Wheat, Rice"
44,76,22,7.775306272,1.937568888,Clayey,Canal,Bahawalpur,"Dates, Millet"
34,60,16,7.322555223,0.828729679,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
21,72,17,7.580527339,0.998642283,Sandy,Rain-fed,Multan,"Mango, Wheat"
25,68,19,7.108450121,3.787546738,Loamy,Rain-fed,Lahore,"Wheat, Rice"
41,62,15,7.358974541,3.468569191,Sandy,Tube well,Faisalabad,"Cotton, Sugarcane"
28,65,23,7.405176138,0.719148499,Loamy,Tube well,Lahore,"Wheat, Rice"
35,64,15,6.500144962,3.025459756,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
52,58,16,7.167435834,2.124750559,Sandy,Tube well,Lahore,"Wheat, Rice"
58,75,25,7.261791753,2.215864462,Loamy,Canal,Multan,"Mango, Wheat"
34,66,19,7.586642101,3.248025569,Loamy,Tube well,Lahore,"Wheat, Rice"
52,70,16,7.534811833,2.117630391,Loamy,Tube well,Bahawalpur,"Dates, Millet"
23,57,19,7.251000789,0.892481487,Clayey,Canal,Bahawalpur,"Dates, Millet"
42,58,25,6.513620918,4.079460887,Loamy,Canal,Multan,"Mango, Wheat"
37,62,17,7.121254928,0.742904967,Sandy,Tube well,Rawalpindi,"Barley, Maize"
44,75,22,7.574561547,2.719937499,Sandy,Canal,Lahore,"Wheat, Rice"
21,80,20,7.350869792,1.158534019,Loamy,Canal,Rawalpindi,"Barley, Maize"
56,76,16,7.513151076,1.06670229,Clayey,Tube well,Bahawalpur,"Dates, Millet"
29,76,15,7.025607706,3.403565453,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
43,61,20,6.804253866,3.580643083,Sandy,Rain-fed,Multan,"Mango, Wheat"
55,60,15,7.163043872,2.994259769,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
44,63,15,7.338929556,0.788615553,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
29,67,21,6.621323612,3.343028926,Loamy,Rain-fed,Multan,"Mango, Wheat"
47,63,16,6.661870999,4.121124234,Sandy,Tube well,Faisalabad,"Cotton, Sugarcane"
40,68,17,7.733149554,2.483951908,Clayey,Canal,Multan,"Mango, Wheat"
58,61,15,7.402891666,3.313647263,Loamy,Canal,Lahore,"Wheat, Rice"
41,74,18,6.599147298,4.770528053,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
58,79,17,7.04174124,4.393065961,Sandy,Tube well,Multan,"Mango, Wheat"
27,62,24,7.353876754,0.89674452,Sandy,Tube well,Rawalpindi,"Barley, Maize"
27,60,17,7.026795359,4.677383162,Loamy,Tube well,Multan,"Mango, Wheat"
52,65,20,6.814301033,2.542441286,Loamy,Tube well,Multan,"Mango, Wheat"
44,55,25,7.42160832,2.205445108,Loamy,Rain-fed,Multan,"Mango, Wheat"
21,62,24,6.847382891,4.462851923,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
60,59,22,7.191522601,3.868017955,Clayey,Tube well,Rawalpindi,"Barley, Maize"
33,77,21,7.01285529,2.700436374,Sandy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
59,58,17,7.368318809,4.396130425,Sandy,Tube well,Multan,"Mango, Wheat"
29,63,17,7.26154329,1.462999274,Clayey,Canal,Faisalabad,"Cotton, Sugarcane"
59,63,18,6.52669158,4.687691829,Loamy,Tube well,Lahore,"Wheat, Rice"
29,70,15,6.872594461,1.48836921,Loamy,Tube well,Rawalpindi,"Barley, Maize"
58,73,16,6.874142175,1.465790373,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
55,77,22,7.76061831,4.392864578,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
42,79,23,6.781841984,1.162945528,Clayey,Canal,Multan,"Mango, Wheat"
44,77,21,7.326980454,1.274134331,Clayey,Tube well,Bahawalpur,"Dates, Millet"
38,62,25,7.453975408,1.296032866,Loamy,Canal,Faisalabad,"Cotton, Sugarcane"
32,76,15,7.604110177,0.873415288,Sandy,Rain-fed,Lahore,"Wheat, Rice"
13,61,22,7.728832424,3.421872279,Loamy,Canal,Bahawalpur,"Dates, Millet"
38,60,20,7.491217102,0.65648127,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
11,74,17,6.633864582,4.269843556,Clayey,Tube well,Faisalabad,"Cotton, Sugarcane"
37,71,16,7.324863481,1.204630943,Clayey,Canal,Lahore,"Wheat, Rice"
29,71,18,6.410441476,4.771607861,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
2,72,18,7.836719564,1.021865224,Loamy,Tube well,Lahore,"Wheat, Rice"
6,59,21,6.139215944,0.704182505,Loamy,Tube well,Bahawalpur,"Dates, Millet"
13,64,20,6.590571088,3.199798386,Sandy,Tube well,Faisalabad,"Cotton, Sugarcane"
8,58,17,7.286049978,3.13777243,Clayey,Rain-fed,Faisalabad,"Cotton, Sugarcane"
6,77,20,6.058306161,0.985500904,Clayey,Canal,Bahawalpur,"Dates, Millet"
2,75,22,6.658605362,4.324053777,Sandy,Tube well,Lahore,"Wheat, Rice"
3,69,23,7.299360767,3.805403843,Loamy,Rain-fed,Multan,"Mango, Wheat"
27,80,24,7.815210661,1.52091501,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
39,78,15,5.925391795,4.294016015,Sandy,Rain-fed,Multan,"Mango, Wheat"
40,79,17,6.403683619,2.782749793,Loamy,Canal,Bahawalpur,"Dates, Millet"
37,62,22,7.397546271,3.694466292,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
31,60,24,7.722335992,2.04192298,Loamy,Canal,Multan,"Mango, Wheat"
22,67,22,7.475926645,3.35867545,Sandy,Rain-fed,Lahore,"Wheat, Rice"
3,78,18,6.887130053,2.267944147,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
4,80,16,7.441976825,3.83453052,Loamy,Tube well,Bahawalpur,"Dates, Millet"
13,61,24,7.629910253,3.455399148,Sandy,Tube well,Lahore,"Wheat, Rice"
12,66,20,7.336117221,3.88562969,Loamy,Canal,Lahore,"Wheat, Rice"
4,61,21,6.75020529,2.26153168,Loamy,Rain-fed,Lahore,"Wheat, Rice"
9,60,21,7.52178027,3.644288174,Clayey,Tube well,Rawalpindi,"Barley, Maize"
18,66,22,6.347379185,2.382115663,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
32,56,18,7.135251532,3.125482508,Clayey,Rain-fed,Multan,"Mango, Wheat"
6,72,15,7.670178119,3.987833289,Loamy,Canal,Faisalabad,"Cotton, Sugarcane"
15,77,20,7.399749291,3.257300229,Sandy,Tube well,Lahore,"Wheat, Rice"
0,65,24,7.841496029,1.87007243,Loamy,Rain-fed,Multan,"Mango, Wheat"
30,79,22,6.254216611,2.625096922,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
3,63,16,6.868881708,0.783931663,Clayey,Tube well,Multan,"Mango, Wheat"
2,78,23,7.320514721,4.513035756,Clayey,Canal,Bahawalpur,"Dates, Millet"
10,78,18,6.296976913,2.038241946,Loamy,Tube well,Rawalpindi,"Barley, Maize"
14,67,25,7.241151936,4.459802609,Loamy,Canal,Faisalabad,"Cotton, Sugarcane"
39,65,23,7.685959305,4.878397734,Loamy,Tube well,Bahawalpur,"Dates, Millet"
19,72,15,6.890760124,4.000578663,Sandy,Canal,Bahawalpur,"Dates, Millet"
18,57,21,6.155915975,2.159806559,Loamy,Tube well,Multan,"Mango, Wheat"
31,58,15,6.167855382,2.339417657,Clayey,Rain-fed,Lahore,"Wheat, Rice"
28,58,25,6.861640036,4.375615993,Loamy,Tube well,Multan,"Mango, Wheat"
5,65,19,6.978361689,4.714244855,Loamy,Tube well,Multan,"Mango, Wheat"
16,65,19,7.043160241,3.019968768,Clayey,Canal,Lahore,"Wheat, Rice"
34,65,19,5.94239222,2.969540699,Sandy,Tube well,Lahore,"Wheat, Rice"
14,69,19,7.239455147,2.337070806,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
22,55,16,6.516317561,4.835615953,Sandy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
24,61,17,6.233269045,3.612576818,Loamy,Rain-fed,Multan,"Mango, Wheat"
2,79,15,7.505283615,3.046783996,Loamy,Tube well,Bahawalpur,"Dates, Millet"
26,63,17,6.950300686,1.561650656,Sandy,Canal,Multan,"Mango, Wheat"
27,61,15,6.958054839,3.722456654,Loamy,Canal,Bahawalpur,"Dates, Millet"
24,70,16,6.54803469,1.419563446,Clayey,Canal,Faisalabad,"Cotton, Sugarcane"
13,74,25,6.461618577,1.926751248,Loamy,Tube well,Multan,"Mango, Wheat"
6,64,23,7.065264073,4.003945186,Sandy,Rain-fed,Lahore,"Wheat, Rice"
12,58,23,6.765091462,4.067307065,Loamy,Canal,Bahawalpur,"Dates, Millet"
32,79,22,5.91645379,1.388201919,Sandy,Rain-fed,Lahore,"Wheat, Rice"
6,68,18,6.711341147,1.578290068,Loamy,Canal,Bahawalpur,"Dates, Millet"
10,79,20,6.379881442,0.962200085,Loamy,Canal,Bahawalpur,"Dates, Millet"
38,77,22,6.313284268,2.015330185,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
17,74,17,7.393210848,1.965271517,Clayey,Canal,Rawalpindi,"Barley, Maize"
26,68,24,7.504930973,2.129449695,Clayey,Rain-fed,Lahore,"Wheat, Rice"
23,75,17,7.198076286,2.265182402,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
32,78,22,7.007037515,2.983017839,Clayey,Rain-fed,Multan,"Mango, Wheat"
19,79,19,6.677262562,2.332250394,Clayey,Tube well,Lahore,"Wheat, Rice"
22,60,18,6.74398035,1.440208036,Clayey,Rain-fed,Faisalabad,"Cotton, Sugarcane"
28,69,16,6.547361618,3.630288609,Loamy,Tube well,Bahawalpur,"Dates, Millet"
1,67,21,6.551577598,1.730193163,Loamy,Tube well,Rawalpindi,"Barley, Maize"
12,67,23,6.585020303,3.624811944,Loamy,Tube well,Lahore,"Wheat, Rice"
36,67,20,6.924042372,2.310403557,Clayey,Canal,Faisalabad,"Cotton, Sugarcane"
28,70,21,7.437373666,1.692451833,Clayey,Canal,Rawalpindi,"Barley, Maize"
12,71,19,7.142611056,0.529952544,Sandy,Canal,Rawalpindi,"Barley, Maize"
22,68,16,7.74672376,1.953208591,Clayey,Canal,Rawalpindi,"Barley, Maize"
26,66,22,6.300479414,3.342799368,Loamy,Tube well,Rawalpindi,"Barley, Maize"
16,65,16,6.078724107,2.29931165,Clayey,Canal,Lahore,"Wheat, Rice"
14,59,22,6.76660668,4.90845724,Loamy,Tube well,Lahore,"Wheat, Rice"
33,59,19,7.641024177,2.516131645,Loamy,Canal,Multan,"Mango, Wheat"
21,63,17,6.559681838,4.770767325,Clayey,Tube well,Multan,"Mango, Wheat"
0,69,21,7.072923306,1.460243451,Clayey,Tube well,Faisalabad,"Cotton, Sugarcane"
10,75,17,7.732194788,3.739688601,Clayey,Tube well,Bahawalpur,"Dates, Millet"
30,61,18,6.157782589,1.400568834,Sandy,Tube well,Rawalpindi,"Barley, Maize"
0,74,17,7.240988401,4.118491969,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
35,74,22,6.898905799,2.267398382,Sandy,Tube well,Bahawalpur,"Dates, Millet"
7,63,24,6.818681086,3.337926039,Clayey,Rain-fed,Multan,"Mango, Wheat"
9,56,17,6.261937875,3.034658913,Sandy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
14,74,15,6.493036868,1.462366666,Loamy,Tube well,Bahawalpur,"Dates, Millet"
14,76,20,7.042474679,3.209731187,Sandy,Rain-fed,Lahore,"Wheat, Rice"
36,65,16,7.692013657,2.058865602,Loamy,Canal,Rawalpindi,"Barley, Maize"
28,67,21,6.250994223,4.620527796,Clayey,Tube well,Rawalpindi,"Barley, Maize"
28,79,16,6.052184881,3.594203857,Sandy,Canal,Multan,"Mango, Wheat"
40,61,22,7.002216044,4.515441446,Sandy,Canal,Lahore,"Wheat, Rice"
10,70,19,7.272427638,1.123973396,Loamy,Canal,Faisalabad,"Cotton, Sugarcane"
12,80,19,5.962001484,3.01368847,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
37,77,20,7.080506001,2.968262337,Clayey,Tube well,Lahore,"Wheat, Rice"
0,67,22,6.593798387,4.125731246,Sandy,Tube well,Lahore,"Wheat, Rice"
7,73,25,7.28805662,1.402647234,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
10,56,18,7.32710972,4.56389132,Loamy,Rain-fed,Lahore,"Wheat, Rice"
39,70,15,6.366355781,3.951371656,Sandy,Tube well,Rawalpindi,"Barley, Maize"
26,56,22,7.011121216,4.03989557,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
9,77,17,6.280725549,4.902290575,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
4,59,19,7.621494566,0.518023313,Sandy,Tube well,Bahawalpur,"Dates, Millet"
34,73,15,7.630424083,4.199356888,Loamy,Rain-fed,Bahawalpur,"Dates, Millet"
33,77,15,7.802212437,3.865453397,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
2,24,38,5.922935513,1.734126901,Sandy,Rain-fed,Multan,"Mango, Wheat"
6,18,37,5.937649578,2.73422891,Sandy,Rain-fed,Lahore,"Wheat, Rice"
8,26,36,6.804781106,4.48787323,Sandy,Canal,Lahore,"Wheat, Rice"
37,18,39,6.424670614,2.316526533,Loamy,Canal,Bahawalpur,"Dates, Millet"
0,27,38,6.738016221,1.193375303,Clayey,Canal,Faisalabad,"Cotton, Sugarcane"
31,25,38,6.497366677,3.437391839,Clayey,Canal,Multan,"Mango, Wheat"
21,21,38,6.327673765,1.616395485,Loamy,Rain-fed,Lahore,"Wheat, Rice"
6,30,40,6.36137446,2.460925118,Sandy,Tube well,Rawalpindi,"Barley, Maize"
25,27,41,6.923509371,3.170598193,Loamy,Tube well,Multan,"Mango, Wheat"
